UID          PID    PPID     LWP  C NLWP    SZ   RSS PSR STIME TTY          TIME CMD
root           1       0       1  0    1  6353 15896   0 20:11 ?        00:00:03 /sbin/init auto automatic-ubiquity noprompt
root        2099       1    2184  0    4 80311  9856   0 20:11 ?        00:00:00 /usr/libexec/upowerd
root        2320       2    2320  0    1     0     0   3 20:11 ?        00:00:00 [kworker/u521:1]
root        2465    1742    2465  0    4 43996 10496   2 20:11 ?        00:00:00 gdm-session-worker [pam/gdm-password]
root        2465    1742    2466  0    4 43996 10496   1 20:11 ?        00:00:00 gdm-session-worker [pam/gdm-password]
root        2465    1742    2467  0    4 43996 10496   0 20:11 ?        00:00:00 gdm-session-worker [pam/gdm-password]
root        2465    1742    2468  0    4 43996 10496   1 20:11 ?        00:00:00 gdm-session-worker [pam/gdm-password]
stavros     2471       1    2471  0    1  5803 13776   3 20:11 ?        00:00:01 /usr/lib/systemd/systemd --user
stavros     2472    2471    2472  0    1  5620  3620   0 20:11 ?        00:00:00 (sd-pam)
stavros     2485    2471    2485  0    1  1944  3532   3 20:11 ?        00:00:00 /usr/bin/mpris-proxy
stavros     2486    2471    2486  0    3 26104 12356   1 20:11 ?        00:00:00 /usr/bin/pipewire
stavros     2486    2471    2504  0    3 26104 12356   3 20:11 ?        00:00:00 /usr/bin/pipewire
stavros     2486    2471    2510  0    3 26104 12356   3 20:11 ?        00:00:00 /usr/bin/pipewire
stavros     2487    2471    2487  0    2 21923  5536   3 20:11 ?        00:00:00 /usr/bin/pipewire -c filter-chain.conf
stavros     2487    2471    2512  0    2 21923  5536   2 20:11 ?        00:00:00 /usr/bin/pipewire -c filter-chain.conf
stavros     2490    2471    2490  0    1  9784 11688   3 20:11 ?        00:00:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
stavros     2491    2471    2491  0    6 120738 19348  0 20:11 ?        00:00:00 /usr/bin/wireplumber
stavros     2491    2471    2509  0    6 120738 19348  3 20:11 ?        00:00:00 /usr/bin/wireplumber
stavros     2491    2471    2513  0    6 120738 19348  3 20:11 ?        00:00:00 /usr/bin/wireplumber
stavros     2491    2471    2517  0    6 120738 19348  0 20:11 ?        00:00:00 /usr/bin/wireplumber
stavros     2491    2471    2523  0    6 120738 19348  0 20:11 ?        00:00:00 /usr/bin/wireplumber
stavros     2491    2471    2525  0    6 120738 19348  0 20:11 ?        00:00:00 /usr/bin/wireplumber
stavros     2492    2471    2492  0    3 27294 11116   2 20:11 ?        00:00:00 /usr/bin/pipewire-pulse
stavros     2492    2471    2515  0    3 27294 11116   0 20:11 ?        00:00:00 /usr/bin/pipewire-pulse
stavros     2492    2471    2519  0    3 27294 11116   3 20:11 ?        00:00:00 /usr/bin/pipewire-pulse
stavros     2493    2471    2493  0    1  2530  6648   1 20:11 ?        00:00:01 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
stavros     2498    2471    2498  0    5 46526 10600   3 20:11 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
stavros     2498    2471    2500  0    5 46526 10600   1 20:11 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
stavros     2498    2471    2501  0    5 46526 10600   1 20:11 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
stavros     2498    2471    2502  0    5 46526 10600   3 20:11 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
stavros     2498    2471    2511  0    5 46526 10600   3 20:11 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
stavros     2537    2465    2537  0    4 42721  6092   3 20:11 tty2     00:00:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
stavros     2537    2465    2540  0    4 42721  6092   2 20:11 tty2     00:00:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
stavros     2537    2465    2541  0    4 42721  6092   1 20:11 tty2     00:00:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
stavros     2537    2465    2542  0    4 42721  6092   3 20:11 tty2     00:00:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
stavros     2543    2537    2543  0    4 49680 14256   1 20:11 tty2     00:00:00 /usr/libexec/gnome-session-binary --session=ubuntu
stavros     2543    2537    2633  0    4 49680 14256   2 20:11 tty2     00:00:00 /usr/libexec/gnome-session-binary --session=ubuntu
stavros     2543    2537    2634  0    4 49680 14256   0 20:11 tty2     00:00:00 /usr/libexec/gnome-session-binary --session=ubuntu
stavros     2543    2537    2635  0    4 49680 14256   1 20:11 tty2     00:00:00 /usr/libexec/gnome-session-binary --session=ubuntu
stavros     2602    2471    2602  0    7 152285 7104   3 20:11 ?        00:00:00 /usr/libexec/xdg-document-portal
stavros     2602    2471    2609  0    7 152285 7104   3 20:11 ?        00:00:00 /usr/libexec/xdg-document-portal
stavros     2602    2471    2610  0    7 152285 7104   3 20:11 ?        00:00:00 /usr/libexec/xdg-document-portal
stavros     2602    2471    2612  0    7 152285 7104   3 20:11 ?        00:00:00 /usr/libexec/xdg-document-portal
stavros     2602    2471    2627  0    7 152285 7104   0 20:11 ?        00:00:00 /usr/libexec/xdg-document-portal
stavros     2602    2471    2629  0    7 152285 7104   0 20:11 ?        00:00:00 /usr/libexec/xdg-document-portal
stavros     2602    2471    2630  0    7 152285 7104   3 20:11 ?        00:00:00 /usr/libexec/xdg-document-portal
stavros     2614    2471    2614  0    4 77513  6140   2 20:11 ?        00:00:00 /usr/libexec/xdg-permission-store
stavros     2614    2471    2622  0    4 77513  6140   1 20:11 ?        00:00:00 /usr/libexec/xdg-permission-store
stavros     2614    2471    2623  0    4 77513  6140   3 20:11 ?        00:00:00 /usr/libexec/xdg-permission-store
stavros     2614    2471    2625  0    4 77513  6140   0 20:11 ?        00:00:00 /usr/libexec/xdg-permission-store
root        2628    2602    2628  0    1   693  2024   2 20:11 ?        00:00:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
stavros     2653    2471    2653  0    3 24430  7340   0 20:11 ?        00:00:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
stavros     2653    2471    2659  0    3 24430  7340   0 20:11 ?        00:00:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
stavros     2653    2471    2660  0    3 24430  7340   1 20:11 ?        00:00:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
stavros     2654    2471    2654  0    2 22531  5164   0 20:11 ?        00:00:00 /usr/libexec/gnome-session-ctl --monitor
stavros     2654    2471    2662  0    2 22531  5164   0 20:11 ?        00:00:00 /usr/libexec/gnome-session-ctl --monitor
stavros     2668    2471    2668  0    4 78897  8088   3 20:11 ?        00:00:00 /usr/libexec/gvfsd
stavros     2668    2471    2671  0    4 78897  8088   3 20:11 ?        00:00:00 /usr/libexec/gvfsd
stavros     2668    2471    2672  0    4 78897  8088   3 20:11 ?        00:00:00 /usr/libexec/gvfsd
stavros     2668    2471    2673  0    4 78897  8088   2 20:11 ?        00:00:00 /usr/libexec/gvfsd
root        2677       2    2677  0    1     0     0   0 20:11 ?        00:00:00 [kworker/u513:4-flush-8:0]
stavros     2679    2471    2679  0    7 98740  7124   1 20:11 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
stavros     2679    2471    2683  0    7 98740  7124   3 20:11 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
stavros     2679    2471    2684  0    7 98740  7124   0 20:11 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
stavros     2679    2471    2685  0    7 98740  7124   3 20:11 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
stavros     2679    2471    2686  0    7 98740  7124   0 20:11 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
stavros     2679    2471    2694  0    7 98740  7124   3 20:11 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
stavros     2679    2471    2695  0    7 98740  7124   1 20:11 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
stavros     2682    2471    2682  0    5 158503 16024  0 20:11 ?        00:00:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
stavros     2682    2471    2696  0    5 158503 16024  1 20:11 ?        00:00:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
stavros     2682    2471    2697  0    5 158503 16024  0 20:11 ?        00:00:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
stavros     2682    2471    2699  0    5 158503 16024  3 20:11 ?        00:00:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
stavros     2682    2471    2701  0    5 158503 16024  1 20:11 ?        00:00:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
stavros     2724    2682    2724  0    5 95370  7516   3 20:11 ?        00:00:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
stavros     2724    2682    2729  0    5 95370  7516   1 20:11 ?        00:00:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
stavros     2724    2682    2730  0    5 95370  7516   2 20:11 ?        00:00:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
stavros     2724    2682    2731  0    5 95370  7516   2 20:11 ?        00:00:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
stavros     2724    2682    2733  0    5 95370  7516   0 20:11 ?        00:00:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
stavros     2726    2471    2726  0   25 1189622 398584 2 20:11 ?       00:00:06 /usr/bin/gnome-shell
stavros     2726    2471    2737  0   25 1189622 398584 0 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2738  0   25 1189622 398584 0 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2740  0   25 1189622 398584 1 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2741  0   25 1189622 398584 2 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2742  0   25 1189622 398584 3 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2743  0   25 1189622 398584 1 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2744  0   25 1189622 398584 2 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2745  0   25 1189622 398584 0 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2746  0   25 1189622 398584 0 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2747  0   25 1189622 398584 0 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2748  0   25 1189622 398584 0 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2749  0   25 1189622 398584 0 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2751  0   25 1189622 398584 2 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2753  0   25 1189622 398584 0 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2754  0   25 1189622 398584 3 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2755  0   25 1189622 398584 1 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2756  0   25 1189622 398584 2 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2757  0   25 1189622 398584 0 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2758  0   25 1189622 398584 0 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2759  0   25 1189622 398584 2 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2760  0   25 1189622 398584 0 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2761  0   25 1189622 398584 0 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    2781  0   25 1189622 398584 1 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2726    2471    3344  0   25 1189622 398584 0 20:11 ?       00:00:00 /usr/bin/gnome-shell
stavros     2735    2724    2735  0    1  2222  4908   3 20:11 ?        00:00:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus
stavros     2794    2471    2794  0    4 42281  7060   0 20:11 ?        00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
stavros     2794    2471    2795  0    4 42281  7060   3 20:11 ?        00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
stavros     2794    2471    2796  0    4 42281  7060   2 20:11 ?        00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
stavros     2794    2471    2797  0    4 42281  7060   0 20:11 ?        00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
stavros     2832    2471    2832  0    7 165047 22192  3 20:11 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
stavros     2832    2471    2843  0    7 165047 22192  2 20:11 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
stavros     2832    2471    2844  0    7 165047 22192  0 20:11 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
stavros     2832    2471    2846  0    7 165047 22192  2 20:11 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
stavros     2832    2471    2849  0    7 165047 22192  2 20:11 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
stavros     2832    2471    2850  0    7 165047 22192  3 20:11 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
stavros     2832    2471    3130  0    7 165047 22192  1 20:11 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
stavros     2852    2471    2852  0    5 152388 43528  3 20:11 ?        00:00:00 /usr/libexec/evolution-source-registry
stavros     2852    2471    2861  0    5 152388 43528  3 20:11 ?        00:00:00 /usr/libexec/evolution-source-registry
stavros     2852    2471    2862  0    5 152388 43528  0 20:11 ?        00:00:00 /usr/libexec/evolution-source-registry
stavros     2852    2471    2863  0    5 152388 43528  3 20:11 ?        00:00:00 /usr/libexec/evolution-source-registry
stavros     2852    2471    2865  0    5 152388 43528  3 20:11 ?        00:00:00 /usr/libexec/evolution-source-registry
stavros     2853    2490    2853  0    5 107119 28732  3 20:11 ?        00:00:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
stavros     2853    2490    3020  0    5 107119 28732  1 20:11 ?        00:00:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
stavros     2853    2490    3021  0    5 107119 28732  3 20:11 ?        00:00:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
stavros     2853    2490    3024  0    5 107119 28732  2 20:11 ?        00:00:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
stavros     2853    2490    3087  0    5 107119 28732  3 20:11 ?        00:00:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
stavros     2855    2471    2855  0   12 683396 27952  0 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
stavros     2855    2471    2876  0   12 683396 27952  0 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
stavros     2855    2471    2877  0   12 683396 27952  0 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
stavros     2855    2471    2880  0   12 683396 27952  3 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
stavros     2855    2471    2895  0   12 683396 27952  1 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
stavros     2855    2471    2896  0   12 683396 27952  1 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
stavros     2855    2471    2897  0   12 683396 27952  1 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
stavros     2855    2471    2898  0   12 683396 27952  1 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
stavros     2855    2471    2899  0   12 683396 27952  1 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
stavros     2855    2471    2900  0   12 683396 27952  1 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
stavros     2855    2471    2901  0   12 683396 27952  1 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
stavros     2855    2471    2903  0   12 683396 27952  1 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
stavros     2860    2471    2860  0    4 115527 11380  1 20:11 ?        00:00:00 /usr/bin/ibus-daemon --panel disable
stavros     2860    2471    3025  0    4 115527 11380  1 20:11 ?        00:00:00 /usr/bin/ibus-daemon --panel disable
stavros     2860    2471    3026  0    4 115527 11380  2 20:11 ?        00:00:00 /usr/bin/ibus-daemon --panel disable
stavros     2860    2471    3098  0    4 115527 11380  3 20:11 ?        00:00:00 /usr/bin/ibus-daemon --panel disable
stavros     2864    2471    2864  0    5 61263  7056   0 20:11 ?        00:00:00 /usr/libexec/gsd-a11y-settings
stavros     2864    2471    2906  0    5 61263  7056   0 20:11 ?        00:00:00 /usr/libexec/gsd-a11y-settings
stavros     2864    2471    2908  0    5 61263  7056   0 20:11 ?        00:00:00 /usr/libexec/gsd-a11y-settings
stavros     2864    2471    2911  0    5 61263  7056   2 20:11 ?        00:00:00 /usr/libexec/gsd-a11y-settings
stavros     2864    2471    3084  0    5 61263  7056   1 20:11 ?        00:00:00 /usr/libexec/gsd-a11y-settings
stavros     2867    2471    2867  0    5 103496 20712  3 20:11 ?        00:00:00 /usr/libexec/gsd-color
stavros     2867    2471    2915  0    5 103496 20712  0 20:11 ?        00:00:00 /usr/libexec/gsd-color
stavros     2867    2471    2919  0    5 103496 20712  0 20:11 ?        00:00:00 /usr/libexec/gsd-color
stavros     2867    2471    2930  0    5 103496 20712  1 20:11 ?        00:00:00 /usr/libexec/gsd-color
stavros     2867    2471    3085  0    5 103496 20712  3 20:11 ?        00:00:00 /usr/libexec/gsd-color
stavros     2871    2471    2871  0    5 64258 10004   3 20:11 ?        00:00:00 /usr/libexec/gsd-datetime
stavros     2871    2471    3010  0    5 64258 10004   2 20:11 ?        00:00:00 /usr/libexec/gsd-datetime
stavros     2871    2471    3015  0    5 64258 10004   3 20:11 ?        00:00:00 /usr/libexec/gsd-datetime
stavros     2871    2471    3086  0    5 64258 10004   2 20:11 ?        00:00:00 /usr/libexec/gsd-datetime
stavros     2871    2471    3119  0    5 64258 10004   3 20:11 ?        00:00:00 /usr/libexec/gsd-datetime
stavros     2872    2471    2872  0    5 96536  8248   0 20:11 ?        00:00:00 /usr/libexec/gsd-housekeeping
stavros     2872    2471    2905  0    5 96536  8248   0 20:11 ?        00:00:00 /usr/libexec/gsd-housekeeping
stavros     2872    2471    2907  0    5 96536  8248   0 20:11 ?        00:00:00 /usr/libexec/gsd-housekeeping
stavros     2872    2471    2912  0    5 96536  8248   3 20:11 ?        00:00:00 /usr/libexec/gsd-housekeeping
stavros     2872    2471    3095  0    5 96536  8248   3 20:11 ?        00:00:00 /usr/libexec/gsd-housekeeping
stavros     2874    2471    2874  0    5 103112 20244  0 20:11 ?        00:00:00 /usr/libexec/gsd-keyboard
stavros     2874    2471    3058  0    5 103112 20244  1 20:11 ?        00:00:00 /usr/libexec/gsd-keyboard
stavros     2874    2471    3059  0    5 103112 20244  1 20:11 ?        00:00:00 /usr/libexec/gsd-keyboard
stavros     2874    2471    3063  0    5 103112 20244  1 20:11 ?        00:00:00 /usr/libexec/gsd-keyboard
stavros     2874    2471    3088  0    5 103112 20244  3 20:11 ?        00:00:00 /usr/libexec/gsd-keyboard
stavros     2878    2471    2878  0    5 178105 24008  0 20:11 ?        00:00:00 /usr/libexec/gsd-media-keys
stavros     2878    2471    3073  0    5 178105 24008  0 20:11 ?        00:00:00 /usr/libexec/gsd-media-keys
stavros     2878    2471    3074  0    5 178105 24008  0 20:11 ?        00:00:00 /usr/libexec/gsd-media-keys
stavros     2878    2471    3081  0    5 178105 24008  3 20:11 ?        00:00:00 /usr/libexec/gsd-media-keys
stavros     2878    2471    3106  0    5 178105 24008  1 20:11 ?        00:00:00 /usr/libexec/gsd-media-keys
stavros     2881    2471    2881  0    5 122405 22120  2 20:11 ?        00:00:00 /usr/libexec/gsd-power
stavros     2881    2471    3050  0    5 122405 22120  3 20:11 ?        00:00:00 /usr/libexec/gsd-power
stavros     2881    2471    3051  0    5 122405 22120  2 20:11 ?        00:00:00 /usr/libexec/gsd-power
stavros     2881    2471    3053  0    5 122405 22120  3 20:11 ?        00:00:00 /usr/libexec/gsd-power
stavros     2881    2471    3089  0    5 122405 22120  1 20:11 ?        00:00:00 /usr/libexec/gsd-power
stavros     2882    2471    2882  0    4 80888 11456   2 20:11 ?        00:00:00 /usr/libexec/gsd-print-notifications
stavros     2882    2471    3082  0    4 80888 11456   1 20:11 ?        00:00:00 /usr/libexec/gsd-print-notifications
stavros     2882    2471    3083  0    4 80888 11456   3 20:11 ?        00:00:00 /usr/libexec/gsd-print-notifications
stavros     2882    2471    3107  0    4 80888 11456   3 20:11 ?        00:00:00 /usr/libexec/gsd-print-notifications
stavros     2885    2471    2885  0    4 114568 6936   1 20:11 ?        00:00:00 /usr/libexec/gsd-rfkill
stavros     2885    2471    2978  0    4 114568 6936   0 20:11 ?        00:00:00 /usr/libexec/gsd-rfkill
stavros     2885    2471    2979  0    4 114568 6936   0 20:11 ?        00:00:00 /usr/libexec/gsd-rfkill
stavros     2885    2471    3097  0    4 114568 6936   3 20:11 ?        00:00:00 /usr/libexec/gsd-rfkill
stavros     2887    2471    2887  0    4 77589  6368   1 20:11 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
stavros     2887    2471    3076  0    4 77589  6368   0 20:11 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
stavros     2887    2471    3077  0    4 77589  6368   0 20:11 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
stavros     2887    2471    3100  0    4 77589  6368   2 20:11 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
stavros     2889    2471    2889  0    5 117263 11696  3 20:11 ?        00:00:00 /usr/libexec/gsd-sharing
stavros     2889    2471    3044  0    5 117263 11696  1 20:11 ?        00:00:00 /usr/libexec/gsd-sharing
stavros     2889    2471    3045  0    5 117263 11696  2 20:11 ?        00:00:00 /usr/libexec/gsd-sharing
stavros     2889    2471    3046  0    5 117263 11696  0 20:11 ?        00:00:00 /usr/libexec/gsd-sharing
stavros     2889    2471    3092  0    5 117263 11696  1 20:11 ?        00:00:00 /usr/libexec/gsd-sharing
stavros     2893    2471    2893  0    5 96722  8424   1 20:11 ?        00:00:00 /usr/libexec/gsd-smartcard
stavros     2893    2471    2928  0    5 96722  8424   1 20:11 ?        00:00:00 /usr/libexec/gsd-smartcard
stavros     2893    2471    2929  0    5 96722  8424   1 20:11 ?        00:00:00 /usr/libexec/gsd-smartcard
stavros     2893    2471    3075  0    5 96722  8424   1 20:11 ?        00:00:00 /usr/libexec/gsd-smartcard
stavros     2893    2471    3105  0    5 96722  8424   2 20:11 ?        00:00:00 /usr/libexec/gsd-smartcard
stavros     2894    2471    2894  0    5 64379  9336   0 20:11 ?        00:00:00 /usr/libexec/gsd-sound
stavros     2894    2471    3079  0    5 64379  9336   3 20:11 ?        00:00:00 /usr/libexec/gsd-sound
stavros     2894    2471    3080  0    5 64379  9336   2 20:11 ?        00:00:00 /usr/libexec/gsd-sound
stavros     2894    2471    3114  0    5 64379  9336   2 20:11 ?        00:00:00 /usr/libexec/gsd-sound
stavros     2894    2471    3128  0    5 64379  9336   2 20:11 ?        00:00:00 /usr/libexec/gsd-sound
stavros     2902    2471    2902  0    5 103517 21064  2 20:11 ?        00:00:00 /usr/libexec/gsd-wacom
stavros     2902    2471    3101  0    5 103517 21064  1 20:11 ?        00:00:00 /usr/libexec/gsd-wacom
stavros     2902    2471    3102  0    5 103517 21064  3 20:11 ?        00:00:00 /usr/libexec/gsd-wacom
stavros     2902    2471    3104  0    5 103517 21064  1 20:11 ?        00:00:00 /usr/libexec/gsd-wacom
stavros     2902    2471    3120  0    5 103517 21064  0 20:11 ?        00:00:00 /usr/libexec/gsd-wacom
stavros     2918    2471    2918  0    3 38222 39468   0 20:11 ?        00:00:02 /usr/bin/vmtoolsd -n vmusr --blockFd 3 --uinputFd 4
stavros     2918    2471    3047  0    3 38222 39468   2 20:11 ?        00:00:00 /usr/bin/vmtoolsd -n vmusr --blockFd 3 --uinputFd 4
stavros     2918    2471    3463  0    3 38222 39468   0 20:11 ?        00:00:00 /usr/bin/vmtoolsd -n vmusr --blockFd 3 --uinputFd 4
stavros     2927    2682    2927  0    8 210083 64688  3 20:11 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
stavros     2927    2682    3069  0    8 210083 64688  1 20:11 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
stavros     2927    2682    3070  0    8 210083 64688  1 20:11 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
stavros     2927    2682    3072  0    8 210083 64688  1 20:11 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
stavros     2927    2682    3093  0    8 210083 64688  0 20:11 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
stavros     2927    2682    3286  0    8 210083 64688  2 20:11 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
stavros     2927    2682    3293  0    8 210083 64688  0 20:11 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
stavros     2927    2682    3303  0    8 210083 64688  0 20:11 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
stavros     2936    2471    2936  0    5 130722 24168  3 20:11 ?        00:00:00 /usr/libexec/goa-daemon
stavros     2936    2471    3055  0    5 130722 24168  3 20:11 ?        00:00:00 /usr/libexec/goa-daemon
stavros     2936    2471    3056  0    5 130722 24168  3 20:11 ?        00:00:00 /usr/libexec/goa-daemon
stavros     2936    2471    3090  0    5 130722 24168  3 20:11 ?        00:00:00 /usr/libexec/goa-daemon
stavros     2936    2471    3096  0    5 130722 24168  0 20:11 ?        00:00:00 /usr/libexec/goa-daemon
stavros     2947    2682    2947  0    4 76642  7636   0 20:11 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
stavros     2947    2682    2980  0    4 76642  7636   0 20:11 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
stavros     2947    2682    2984  0    4 76642  7636   2 20:11 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
stavros     2947    2682    3091  0    4 76642  7636   0 20:11 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
stavros     3111    2471    3111  0    4 97663  9788   0 20:11 ?        00:00:00 /usr/libexec/goa-identity-service
stavros     3111    2471    3116  0    4 97663  9788   0 20:11 ?        00:00:00 /usr/libexec/goa-identity-service
